Создан как новый массив данных;Образец 1520 полученный PEService Дата пятница, декабря 01 2023
3665,00;101,31
3664,00;101,30
3663,00;101,30
3662,00;101,29
3661,00;101,29
3660,00;101,29
3659,00;101,29
3658,00;101,29
3657,00;101,29
3656,00;101,29
3655,00;101,28
3654,00;101,28
3653,00;101,28
3652,00;101,28
3651,00;101,28
3650,00;101,28
3649,00;101,28
3648,00;101,28
3647,00;101,28
3646,00;101,27
3645,00;101,27
3644,00;101,27
3643,00;101,26
3642,00;101,26
3641,00;101,25
3640,00;101,25
3639,00;101,25
3638,00;101,24
3637,00;101,24
3636,00;101,24
3635,00;101,24
3634,00;101,24
3633,00;101,24
3632,00;101,24
3631,00;101,24
3630,00;101,24
3629,00;101,24
3628,00;101,24
3627,00;101,24
3626,00;101,24
3625,00;101,24
3624,00;101,24
3623,00;101,24
3622,00;101,24
3621,00;101,23
3620,00;101,23
3619,00;101,23
3618,00;101,24
3617,00;101,24
3616,00;101,24
3615,00;101,24
3614,00;101,24
3613,00;101,23
3612,00;101,23
3611,00;101,22
3610,00;101,22
3609,00;101,22
3608,00;101,22
3607,00;101,22
3606,00;101,22
3605,00;101,23
3604,00;101,23
3603,00;101,23
3602,00;101,22
3601,00;101,22
3600,00;101,22
3599,00;101,22
3598,00;101,22
3597,00;101,22
3596,00;101,22
3595,00;101,22
3594,00;101,22
3593,00;101,22
3592,00;101,22
3591,00;101,22
3590,00;101,22
3589,00;101,22
3588,00;101,22
3587,00;101,22
3586,00;101,22
3585,00;101,21
3584,00;101,21
3583,00;101,21
3582,00;101,20
3581,00;101,20
3580,00;101,20
3579,00;101,19
3578,00;101,19
3577,00;101,19
3576,00;101,19
3575,00;101,19
3574,00;101,18
3573,00;101,18
3572,00;101,18
3571,00;101,18
3570,00;101,18
3569,00;101,18
3568,00;101,18
3567,00;101,18
3566,00;101,18
3565,00;101,17
3564,00;101,17
3563,00;101,17
3562,00;101,17
3561,00;101,17
3560,00;101,16
3559,00;101,16
3558,00;101,15
3557,00;101,15
3556,00;101,15
3555,00;101,15
3554,00;101,15
3553,00;101,15
3552,00;101,15
3551,00;101,15
3550,00;101,15
3549,00;101,15
3548,00;101,15
3547,00;101,15
3546,00;101,15
3545,00;101,15
3544,00;101,14
3543,00;101,14
3542,00;101,14
3541,00;101,14
3540,00;101,14
3539,00;101,13
3538,00;101,13
3537,00;101,13
3536,00;101,13
3535,00;101,13
3534,00;101,13
3533,00;101,13
3532,00;101,13
3531,00;101,13
3530,00;101,13
3529,00;101,13
3528,00;101,12
3527,00;101,12
3526,00;101,12
3525,00;101,12
3524,00;101,12
3523,00;101,12
3522,00;101,12
3521,00;101,12
3520,00;101,12
3519,00;101,12
3518,00;101,11
3517,00;101,11
3516,00;101,11
3515,00;101,11
3514,00;101,10
3513,00;101,10
3512,00;101,10
3511,00;101,09
3510,00;101,09
3509,00;101,08
3508,00;101,08
3507,00;101,08
3506,00;101,08
3505,00;101,08
3504,00;101,08
3503,00;101,07
3502,00;101,07
3501,00;101,06
3500,00;101,06
3499,00;101,05
3498,00;101,05
3497,00;101,04
3496,00;101,03
3495,00;101,03
3494,00;101,02
3493,00;101,01
3492,00;101,01
3491,00;101,01
3490,00;101,00
3489,00;101,00
3488,00;101,00
3487,00;101,00
3486,00;100,99
3485,00;100,99
3484,00;100,98
3483,00;100,98
3482,00;100,98
3481,00;100,98
3480,00;100,98
3479,00;100,97
3478,00;100,96
3477,00;100,95
3476,00;100,94
3475,00;100,94
3474,00;100,93
3473,00;100,93
3472,00;100,93
3471,00;100,93
3470,00;100,94
3469,00;100,94
3468,00;100,93
3467,00;100,92
3466,00;100,90
3465,00;100,88
3464,00;100,87
3463,00;100,85
3462,00;100,84
3461,00;100,84
3460,00;100,83
3459,00;100,82
3458,00;100,81
3457,00;100,79
3456,00;100,78
3455,00;100,76
3454,00;100,75
3453,00;100,74
3452,00;100,73
3451,00;100,72
3450,00;100,71
3449,00;100,69
3448,00;100,68
3447,00;100,67
3446,00;100,65
3445,00;100,64
3444,00;100,62
3443,00;100,60
3442,00;100,59
3441,00;100,57
3440,00;100,56
3439,00;100,55
3438,00;100,55
3437,00;100,56
3436,00;100,58
3435,00;100,59
3434,00;100,60
3433,00;100,62
3432,00;100,64
3431,00;100,67
3430,00;100,70
3429,00;100,72
3428,00;100,74
3427,00;100,76
3426,00;100,78
3425,00;100,79
3424,00;100,81
3423,00;100,82
3422,00;100,84
3421,00;100,86
3420,00;100,87
3419,00;100,88
3418,00;100,89
3417,00;100,91
3416,00;100,92
3415,00;100,93
3414,00;100,95
3413,00;100,96
3412,00;100,96
3411,00;100,97
3410,00;100,98
3409,00;100,98
3408,00;100,98
3407,00;100,98
3406,00;100,99
3405,00;100,99
3404,00;101,00
3403,00;101,01
3402,00;101,03
3401,00;101,03
3400,00;101,04
3399,00;101,03
3398,00;101,03
3397,00;101,02
3396,00;101,02
3395,00;101,02
3394,00;101,02
3393,00;101,03
3392,00;101,03
3391,00;101,04
3390,00;101,03
3389,00;101,03
3388,00;101,02
3387,00;101,02
3386,00;101,02
3385,00;101,02
3384,00;101,02
3383,00;101,03
3382,00;101,03
3381,00;101,03
3380,00;101,03
3379,00;101,02
3378,00;101,02
3377,00;101,02
3376,00;101,02
3375,00;101,02
3374,00;101,02
3373,00;101,02
3372,00;101,03
3371,00;101,03
3370,00;101,04
3369,00;101,04
3368,00;101,05
3367,00;101,04
3366,00;101,04
3365,00;101,04
3364,00;101,04
3363,00;101,04
3362,00;101,04
3361,00;101,04
3360,00;101,04
3359,00;101,04
3358,00;101,04
3357,00;101,04
3356,00;101,04
3355,00;101,04
3354,00;101,05
3353,00;101,05
3352,00;101,05
3351,00;101,05
3350,00;101,05
3349,00;101,05
3348,00;101,05
3347,00;101,05
3346,00;101,05
3345,00;101,05
3344,00;101,05
3343,00;101,05
3342,00;101,05
3341,00;101,05
3340,00;101,06
3339,00;101,06
3338,00;101,06
3337,00;101,05
3336,00;101,05
3335,00;101,05
3334,00;101,05
3333,00;101,04
3332,00;101,04
3331,00;101,05
3330,00;101,05
3329,00;101,05
3328,00;101,06
3327,00;101,06
3326,00;101,06
3325,00;101,06
3324,00;101,06
3323,00;101,05
3322,00;101,05
3321,00;101,05
3320,00;101,05
3319,00;101,05
3318,00;101,05
3317,00;101,05
3316,00;101,05
3315,00;101,05
3314,00;101,05
3313,00;101,06
3312,00;101,06
3311,00;101,06
3310,00;101,06
3309,00;101,06
3308,00;101,06
3307,00;101,06
3306,00;101,06
3305,00;101,06
3304,00;101,06
3303,00;101,06
3302,00;101,05
3301,00;101,05
3300,00;101,05
3299,00;101,05
3298,00;101,05
3297,00;101,06
3296,00;101,06
3295,00;101,06
3294,00;101,06
3293,00;101,06
3292,00;101,06
3291,00;101,06
3290,00;101,05
3289,00;101,05
3288,00;101,05
3287,00;101,05
3286,00;101,05
3285,00;101,05
3284,00;101,05
3283,00;101,05
3282,00;101,05
3281,00;101,05
3280,00;101,05
3279,00;101,05
3278,00;101,05
3277,00;101,05
3276,00;101,06
3275,00;101,06
3274,00;101,06
3273,00;101,06
3272,00;101,06
3271,00;101,06
3270,00;101,06
3269,00;101,06
3268,00;101,06
3267,00;101,06
3266,00;101,06
3265,00;101,06
3264,00;101,06
3263,00;101,05
3262,00;101,05
3261,00;101,05
3260,00;101,05
3259,00;101,05
3258,00;101,05
3257,00;101,05
3256,00;101,05
3255,00;101,05
3254,00;101,05
3253,00;101,05
3252,00;101,05
3251,00;101,05
3250,00;101,05
3249,00;101,05
3248,00;101,05
3247,00;101,05
3246,00;101,05
3245,00;101,05
3244,00;101,05
3243,00;101,05
3242,00;101,05
3241,00;101,05
3240,00;101,05
3239,00;101,05
3238,00;101,05
3237,00;101,05
3236,00;101,05
3235,00;101,05
3234,00;101,05
3233,00;101,05
3232,00;101,05
3231,00;101,05
3230,00;101,04
3229,00;101,04
3228,00;101,04
3227,00;101,04
3226,00;101,04
3225,00;101,04
3224,00;101,04
3223,00;101,04
3222,00;101,04
3221,00;101,04
3220,00;101,04
3219,00;101,04
3218,00;101,04
3217,00;101,04
3216,00;101,04
3215,00;101,03
3214,00;101,03
3213,00;101,03
3212,00;101,03
3211,00;101,03
3210,00;101,03
3209,00;101,03
3208,00;101,03
3207,00;101,03
3206,00;101,03
3205,00;101,03
3204,00;101,03
3203,00;101,03
3202,00;101,03
3201,00;101,03
3200,00;101,03
3199,00;101,03
3198,00;101,03
3197,00;101,03
3196,00;101,03
3195,00;101,03
3194,00;101,03
3193,00;101,03
3192,00;101,03
3191,00;101,03
3190,00;101,03
3189,00;101,02
3188,00;101,02
3187,00;101,02
3186,00;101,02
3185,00;101,02
3184,00;101,02
3183,00;101,02
3182,00;101,02
3181,00;101,03
3180,00;101,03
3179,00;101,02
3178,00;101,02
3177,00;101,02
3176,00;101,02
3175,00;101,02
3174,00;101,02
3173,00;101,02
3172,00;101,02
3171,00;101,02
3170,00;101,02
3169,00;101,02
3168,00;101,03
3167,00;101,03
3166,00;101,03
3165,00;101,03
3164,00;101,03
3163,00;101,03
3162,00;101,03
3161,00;101,03
3160,00;101,03
3159,00;101,03
3158,00;101,03
3157,00;101,03
3156,00;101,03
3155,00;101,03
3154,00;101,04
3153,00;101,04
3152,00;101,04
3151,00;101,03
3150,00;101,03
3149,00;101,03
3148,00;101,03
3147,00;101,03
3146,00;101,03
3145,00;101,03
3144,00;101,03
3143,00;101,03
3142,00;101,03
3141,00;101,03
3140,00;101,03
3139,00;101,03
3138,00;101,03
3137,00;101,03
3136,00;101,03
3135,00;101,03
3134,00;101,03
3133,00;101,03
3132,00;101,03
3131,00;101,03
3130,00;101,03
3129,00;101,03
3128,00;101,03
3127,00;101,03
3126,00;101,03
3125,00;101,02
3124,00;101,03
3123,00;101,03
3122,00;101,03
3121,00;101,03
3120,00;101,03
3119,00;101,03
3118,00;101,03
3117,00;101,03
3116,00;101,03
3115,00;101,03
3114,00;101,02
3113,00;101,02
3112,00;101,02
3111,00;101,02
3110,00;101,02
3109,00;101,01
3108,00;101,01
3107,00;101,01
3106,00;101,01
3105,00;101,01
3104,00;101,01
3103,00;101,01
3102,00;101,01
3101,00;101,01
3100,00;101,01
3099,00;101,01
3098,00;101,00
3097,00;101,00
3096,00;101,00
3095,00;100,99
3094,00;100,99
3093,00;100,99
3092,00;100,99
3091,00;101,00
3090,00;101,00
3089,00;101,00
3088,00;101,00
3087,00;101,00
3086,00;101,00
3085,00;101,00
3084,00;101,00
3083,00;101,00
3082,00;101,00
3081,00;101,00
3080,00;101,00
3079,00;101,00
3078,00;101,00
3077,00;101,00
3076,00;101,00
3075,00;100,99
3074,00;100,99
3073,00;100,99
3072,00;100,99
3071,00;100,99
3070,00;100,99
3069,00;100,99
3068,00;100,99
3067,00;101,00
3066,00;101,00
3065,00;101,00
3064,00;101,00
3063,00;101,00
3062,00;100,99
3061,00;100,99
3060,00;100,99
3059,00;100,99
3058,00;100,99
3057,00;100,99
3056,00;100,99
3055,00;100,98
3054,00;100,98
3053,00;100,98
3052,00;100,98
3051,00;100,98
3050,00;100,97
3049,00;100,97
3048,00;100,97
3047,00;100,97
3046,00;100,97
3045,00;100,97
3044,00;100,96
3043,00;100,96
3042,00;100,96
3041,00;100,95
3040,00;100,95
3039,00;100,95
3038,00;100,94
3037,00;100,94
3036,00;100,94
3035,00;100,94
3034,00;100,93
3033,00;100,93
3032,00;100,92
3031,00;100,91
3030,00;100,90
3029,00;100,89
3028,00;100,88
3027,00;100,87
3026,00;100,86
3025,00;100,84
3024,00;100,83
3023,00;100,81
3022,00;100,78
3021,00;100,75
3020,00;100,72
3019,00;100,68
3018,00;100,63
3017,00;100,58
3016,00;100,52
3015,00;100,46
3014,00;100,40
3013,00;100,34
3012,00;100,29
3011,00;100,25
3010,00;100,22
3009,00;100,20
3008,00;100,19
3007,00;100,17
3006,00;100,15
3005,00;100,12
3004,00;100,07
3003,00;100,01
3002,00;99,93
3001,00;99,85
3000,00;99,78
2999,00;99,72
2998,00;99,69
2997,00;99,68
2996,00;99,69
2995,00;99,71
2994,00;99,73
2993,00;99,75
2992,00;99,76
2991,00;99,77
2990,00;99,77
2989,00;99,77
2988,00;99,76
2987,00;99,74
2986,00;99,72
2985,00;99,69
2984,00;99,64
2983,00;99,58
2982,00;99,50
2981,00;99,41
2980,00;99,32
2979,00;99,24
2978,00;99,17
2977,00;99,14
2976,00;99,15
2975,00;99,20
2974,00;99,27
2973,00;99,34
2972,00;99,42
2971,00;99,49
2970,00;99,56
2969,00;99,63
2968,00;99,71
2967,00;99,80
2966,00;99,89
2965,00;99,98
2964,00;100,06
2963,00;100,14
2962,00;100,20
2961,00;100,24
2960,00;100,28
2959,00;100,31
2958,00;100,34
2957,00;100,36
2956,00;100,37
2955,00;100,38
2954,00;100,38
2953,00;100,38
2952,00;100,38
2951,00;100,36
2950,00;100,34
2949,00;100,32
2948,00;100,29
2947,00;100,25
2946,00;100,20
2945,00;100,15
2944,00;100,08
2943,00;100,00
2942,00;99,91
2941,00;99,81
2940,00;99,69
2939,00;99,56
2938,00;99,44
2937,00;99,32
2936,00;99,23
2935,00;99,17
2934,00;99,14
2933,00;99,16
2932,00;99,20
2931,00;99,27
2930,00;99,35
2929,00;99,45
2928,00;99,57
2927,00;99,69
2926,00;99,81
2925,00;99,92
2924,00;100,00
2923,00;100,08
2922,00;100,14
2921,00;100,19
2920,00;100,24
2919,00;100,28
2918,00;100,33
2917,00;100,38
2916,00;100,43
2915,00;100,46
2914,00;100,49
2913,00;100,51
2912,00;100,51
2911,00;100,51
2910,00;100,52
2909,00;100,52
2908,00;100,52
2907,00;100,52
2906,00;100,52
2905,00;100,52
2904,00;100,53
2903,00;100,53
2902,00;100,53
2901,00;100,54
2900,00;100,55
2899,00;100,55
2898,00;100,56
2897,00;100,58
2896,00;100,59
2895,00;100,60
2894,00;100,60
2893,00;100,61
2892,00;100,62
2891,00;100,62
2890,00;100,62
2889,00;100,62
2888,00;100,61
2887,00;100,61
2886,00;100,60
2885,00;100,60
2884,00;100,59
2883,00;100,58
2882,00;100,56
2881,00;100,55
2880,00;100,53
2879,00;100,51
2878,00;100,50
2877,00;100,48
2876,00;100,46
2875,00;100,45
2874,00;100,45
2873,00;100,46
2872,00;100,48
2871,00;100,51
2870,00;100,54
2869,00;100,57
2868,00;100,60
2867,00;100,63
2866,00;100,65
2865,00;100,68
2864,00;100,69
2863,00;100,71
2862,00;100,72
2861,00;100,73
2860,00;100,74
2859,00;100,74
2858,00;100,74
2857,00;100,74
2856,00;100,74
2855,00;100,74
2854,00;100,74
2853,00;100,74
2852,00;100,75
2851,00;100,76
2850,00;100,78
2849,00;100,81
2848,00;100,83
2847,00;100,85
2846,00;100,86
2845,00;100,87
2844,00;100,87
2843,00;100,88
2842,00;100,88
2841,00;100,89
2840,00;100,89
2839,00;100,89
2838,00;100,89
2837,00;100,89
2836,00;100,89
2835,00;100,88
2834,00;100,88
2833,00;100,88
2832,00;100,88
2831,00;100,89
2830,00;100,89
2829,00;100,89
2828,00;100,89
2827,00;100,89
2826,00;100,89
2825,00;100,90
2824,00;100,90
2823,00;100,90
2822,00;100,90
2821,00;100,90
2820,00;100,90
2819,00;100,91
2818,00;100,91
2817,00;100,91
2816,00;100,91
2815,00;100,91
2814,00;100,91
2813,00;100,91
2812,00;100,91
2811,00;100,92
2810,00;100,92
2809,00;100,92
2808,00;100,92
2807,00;100,93
2806,00;100,93
2805,00;100,93
2804,00;100,93
2803,00;100,94
2802,00;100,94
2801,00;100,94
2800,00;100,95
2799,00;100,95
2798,00;100,95
2797,00;100,95
2796,00;100,94
2795,00;100,94
2794,00;100,94
2793,00;100,94
2792,00;100,95
2791,00;100,95
2790,00;100,95
2789,00;100,95
2788,00;100,95
2787,00;100,96
2786,00;100,96
2785,00;100,96
2784,00;100,96
2783,00;100,96
2782,00;100,96
2781,00;100,97
2780,00;100,97
2779,00;100,97
2778,00;100,97
2777,00;100,97
2776,00;100,97
2775,00;100,97
2774,00;100,97
2773,00;100,97
2772,00;100,97
2771,00;100,97
2770,00;100,97
2769,00;100,97
2768,00;100,96
2767,00;100,96
2766,00;100,96
2765,00;100,95
2764,00;100,95
2763,00;100,95
2762,00;100,94
2761,00;100,94
2760,00;100,93
2759,00;100,93
2758,00;100,92
2757,00;100,92
2756,00;100,92
2755,00;100,92
2754,00;100,92
2753,00;100,92
2752,00;100,92
2751,00;100,92
2750,00;100,93
2749,00;100,93
2748,00;100,93
2747,00;100,93
2746,00;100,93
2745,00;100,92
2744,00;100,92
2743,00;100,93
2742,00;100,93
2741,00;100,93
2740,00;100,93
2739,00;100,93
2738,00;100,93
2737,00;100,93
2736,00;100,93
2735,00;100,93
2734,00;100,93
2733,00;100,93
2732,00;100,94
2731,00;100,94
2730,00;100,93
2729,00;100,93
2728,00;100,94
2727,00;100,94
2726,00;100,94
2725,00;100,94
2724,00;100,94
2723,00;100,94
2722,00;100,93
2721,00;100,93
2720,00;100,93
2719,00;100,93
2718,00;100,93
2717,00;100,93
2716,00;100,93
2715,00;100,94
2714,00;100,94
2713,00;100,94
2712,00;100,94
2711,00;100,94
2710,00;100,95
2709,00;100,95
2708,00;100,95
2707,00;100,95
2706,00;100,95
2705,00;100,95
2704,00;100,95
2703,00;100,95
2702,00;100,95
2701,00;100,95
2700,00;100,95
2699,00;100,95
2698,00;100,95
2697,00;100,95
2696,00;100,95
2695,00;100,95
2694,00;100,95
2693,00;100,95
2692,00;100,95
2691,00;100,95
2690,00;100,95
2689,00;100,95
2688,00;100,95
2687,00;100,95
2686,00;100,96
2685,00;100,96
2684,00;100,96
2683,00;100,96
2682,00;100,96
2681,00;100,96
2680,00;100,97
2679,00;100,97
2678,00;100,97
2677,00;100,97
2676,00;100,97
2675,00;100,97
2674,00;100,97
2673,00;100,97
2672,00;100,97
2671,00;100,97
2670,00;100,97
2669,00;100,97
2668,00;100,96
2667,00;100,96
2666,00;100,96
2665,00;100,96
2664,00;100,96
2663,00;100,95
2662,00;100,95
2661,00;100,95
2660,00;100,95
2659,00;100,95
2658,00;100,95
2657,00;100,95
2656,00;100,95
2655,00;100,95
2654,00;100,95
2653,00;100,95
2652,00;100,96
2651,00;100,96
2650,00;100,96
2649,00;100,96
2648,00;100,96
2647,00;100,97
2646,00;100,97
2645,00;100,97
2644,00;100,96
2643,00;100,96
2642,00;100,96
2641,00;100,96
2640,00;100,96
2639,00;100,96
2638,00;100,96
2637,00;100,95
2636,00;100,95
2635,00;100,95
2634,00;100,95
2633,00;100,95
2632,00;100,95
2631,00;100,95
2630,00;100,95
2629,00;100,95
2628,00;100,95
2627,00;100,95
2626,00;100,95
2625,00;100,95
2624,00;100,95
2623,00;100,95
2622,00;100,95
2621,00;100,96
2620,00;100,96
2619,00;100,96
2618,00;100,96
2617,00;100,96
2616,00;100,96
2615,00;100,96
2614,00;100,96
2613,00;100,96
2612,00;100,97
2611,00;100,97
2610,00;100,97
2609,00;100,97
2608,00;100,97
2607,00;100,97
2606,00;100,97
2605,00;100,96
2604,00;100,96
2603,00;100,96
2602,00;100,96
2601,00;100,96
2600,00;100,96
2599,00;100,96
2598,00;100,96
2597,00;100,96
2596,00;100,96
2595,00;100,95
2594,00;100,95
2593,00;100,95
2592,00;100,95
2591,00;100,95
2590,00;100,94
2589,00;100,94
2588,00;100,94
2587,00;100,94
2586,00;100,93
2585,00;100,93
2584,00;100,93
2583,00;100,93
2582,00;100,92
2581,00;100,92
2580,00;100,92
2579,00;100,92
2578,00;100,91
2577,00;100,91
2576,00;100,91
2575,00;100,91
2574,00;100,91
2573,00;100,91
2572,00;100,90
2571,00;100,90
2570,00;100,90
2569,00;100,89
2568,00;100,89
2567,00;100,88
2566,00;100,88
2565,00;100,87
2564,00;100,87
2563,00;100,86
2562,00;100,86
2561,00;100,85
2560,00;100,85
2559,00;100,84
2558,00;100,84
2557,00;100,84
2556,00;100,84
2555,00;100,84
2554,00;100,84
2553,00;100,84
2552,00;100,85
2551,00;100,85
2550,00;100,85
2549,00;100,85
2548,00;100,85
2547,00;100,86
2546,00;100,86
2545,00;100,86
2544,00;100,86
2543,00;100,86
2542,00;100,86
2541,00;100,86
2540,00;100,86
2539,00;100,86
2538,00;100,86
2537,00;100,86
2536,00;100,86
2535,00;100,86
2534,00;100,86
2533,00;100,85
2532,00;100,85
2531,00;100,85
2530,00;100,85
2529,00;100,85
2528,00;100,85
2527,00;100,85
2526,00;100,85
2525,00;100,85
2524,00;100,85
2523,00;100,85
2522,00;100,85
2521,00;100,85
2520,00;100,85
2519,00;100,85
2518,00;100,85
2517,00;100,85
2516,00;100,85
2515,00;100,85
2514,00;100,85
2513,00;100,86
2512,00;100,86
2511,00;100,86
2510,00;100,86
2509,00;100,86
2508,00;100,87
2507,00;100,87
2506,00;100,87
2505,00;100,87
2504,00;100,87
2503,00;100,87
2502,00;100,87
2501,00;100,88
2500,00;100,88
2499,00;100,88
2498,00;100,88
2497,00;100,88
2496,00;100,88
2495,00;100,88
2494,00;100,88
2493,00;100,88
2492,00;100,88
2491,00;100,88
2490,00;100,88
2489,00;100,88
2488,00;100,88
2487,00;100,88
2486,00;100,88
2485,00;100,89
2484,00;100,89
2483,00;100,89
2482,00;100,89
2481,00;100,89
2480,00;100,89
2479,00;100,88
2478,00;100,88
2477,00;100,88
2476,00;100,88
2475,00;100,88
2474,00;100,88
2473,00;100,88
2472,00;100,89
2471,00;100,89
2470,00;100,89
2469,00;100,89
2468,00;100,89
2467,00;100,89
2466,00;100,89
2465,00;100,89
2464,00;100,89
2463,00;100,88
2462,00;100,88
2461,00;100,88
2460,00;100,88
2459,00;100,88
2458,00;100,87
2457,00;100,87
2456,00;100,87
